31,26,17,31,30,26,31,31,31,31,31,31
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,8,8,8,-1,-1,-1,-1,-1,-1,-1
-1,-1,9,9,9,-1,-1,-1,18,-1,-1,-1
18,-1,-1,-1,-1,-1,-1,8,-1,-1,-1,-1
18,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,-1
16,-1,18,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,21,21,16,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,16,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,16,-1,21,-1,-1,-1,-1,-1
-1,16,-1,-1,-1,18,-1,18,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
